"Drug1"	"Drug2"
"DB01208"	"DB00487"
"DB01208"	"DB00685"
"DB01208"	"DB00970"
"DB01208"	"DB00978"
"DB01208"	"DB01059"
"DB01208"	"DB01137"
"DB01208"	"DB01165"
"DB01208"	"DB01177"
"DB01208"	"DB01204"
"DB01208"	"DB01208"
"DB01208"	"DB09047"
"DB01209"	"DB01209"
"DB01209"	"DB06800"
"DB01210"	"DB00195"
"DB01210"	"DB00221"
"DB01210"	"DB00264"
"DB01210"	"DB00335"
"DB01210"	"DB00373"
"DB01210"	"DB00521"
"DB01210"	"DB00612"
"DB01210"	"DB01193"
"DB01210"	"DB01203"
"DB01210"	"DB01210"
"DB01210"	"DB01214"
"DB01210"	"DB01291"
"DB01210"	"DB04861"
"DB01211"	"DB01211"
"DB01212"	"DB01212"
"DB01213"	"DB01213"
"DB01214"	"DB00195"
"DB01214"	"DB00221"
"DB01214"	"DB00264"
"DB01214"	"DB00335"
"DB01214"	"DB00373"
"DB01214"	"DB00521"
"DB01214"	"DB00612"
"DB01214"	"DB01193"
"DB01214"	"DB01203"
"DB01214"	"DB01210"
"DB01214"	"DB01214"
"DB01214"	"DB01291"
"DB01214"	"DB04861"
"DB01215"	"DB00801"
"DB01215"	"DB01215"
"DB01215"	"DB01559"
"DB01215"	"DB01588"
"DB01215"	"DB01589"
"DB01216"	"DB01216"
"DB01217"	"DB00894"
"DB01217"	"DB00990"
"DB01217"	"DB01006"
"DB01217"	"DB01217"
"DB01218"	"DB01218"
"DB01218"	"DB11090"
"DB01218"	"DB11386"
"DB01219"	"DB01219"
"DB01220"	"DB00239"
"DB01220"	"DB00503"
"DB01220"	"DB00531"
"DB01220"	"DB01127"
"DB01220"	"DB01181"
"DB01220"	"DB01220"
"DB01220"	"DB08864"
"DB01220"	"DB11087"
"DB01220"	"DB13179"
"DB01221"	"DB01221"
"DB01222"	"DB00180"
"DB01222"	"DB00223"
"DB01222"	"DB00240"
"DB01222"	"DB00253"
"DB01222"	"DB00324"
"DB01222"	"DB00394"
"DB01222"	"DB00443"
"DB01222"	"DB00547"
"DB01222"	"DB00596"
"DB01222"	"DB00620"
"DB01222"	"DB00663"
"DB01222"	"DB00769"
"DB01222"	"DB00838"
"DB01222"	"DB00846"
"DB01222"	"DB00860"
"DB01222"	"DB14596"
"DB01222"	"DB00896"
"DB01222"	"DB00959"
"DB01222"	"DB01013"
"DB01222"	"DB01130"
"DB01222"	"DB01222"
"DB01222"	"DB01260"
"DB01222"	"DB01380"
"DB01222"	"DB01410"
"DB01222"	"DB06781"
"DB01222"	"DB11921"
"DB01222"	"DB13158"
"DB01223"	"DB01223"
"DB01224"	"DB01224"
"DB01225"	"DB00569"
"DB01225"	"DB01225"
"DB01225"	"DB09141"
"DB01226"	"DB01226"
"DB01227"	"DB01227"
"DB01228"	"DB00192"
"DB01228"	"DB00680"
"DB01228"	"DB00750"
"DB01228"	"DB00776"
"DB01228"	"DB00868"
"DB01228"	"DB01056"
"DB01228"	"DB01228"
"DB01228"	"DB01320"
"DB01228"	"DB01426"
"DB01229"	"DB01229"
"DB01229"	"DB01248"
"DB01231"	"DB00332"
"DB01231"	"DB00383"
"DB01231"	"DB00462"
"DB01231"	"DB00517"
"DB01231"	"DB00986"
"DB01231"	"DB01062"
"DB01231"	"DB01231"
"DB01233"	"DB01233"
"DB01234"	"DB01234"
"DB01235"	"DB01235"
"DB01236"	"DB01028"
"DB01236"	"DB01189"
"DB01236"	"DB01236"
"DB01237"	"DB00283"
"DB01237"	"DB00341"
"DB01237"	"DB00405"
"DB01237"	"DB00427"
"DB01237"	"DB00557"
"DB01237"	"DB00719"
"DB01237"	"DB00737"
"DB01237"	"DB00748"
"DB01237"	"DB00792"
"DB01237"	"DB00902"
"DB01237"	"DB00950"
"DB01237"	"DB00967"
"DB01237"	"DB00972"
"DB01237"	"DB00985"
"DB01237"	"DB01084"
"DB01237"	"DB01237"
"DB01237"	"DB01246"
"DB01237"	"DB01619"
"DB01237"	"DB01620"
"DB01237"	"DB04837"
"DB01237"	"DB04890"
"DB01237"	"DB06282"
"DB01237"	"DB06691"
"DB01237"	"DB06766"
"DB01237"	"DB08799"
"DB01237"	"DB08936"
"DB01237"	"DB09488"
"DB01237"	"DB09555"
"DB01237"	"DB11591"
"DB01238"	"DB00246"
"DB01238"	"DB01238"
"DB01238"	"DB14185"
"DB01239"	"DB01239"
"DB01240"	"DB01240"
"DB01241"	"DB00636"
"DB01241"	"DB01241"
"DB01241"	"DB09064"
"DB01241"	"DB09422"
"DB01242"	"DB01242"
"DB01244"	"DB01244"
"DB01245"	"DB01245"
"DB01246"	"DB00283"
"DB01246"	"DB00341"
"DB01246"	"DB00405"
"DB01246"	"DB00427"
"DB01246"	"DB00557"
"DB01246"	"DB00719"
"DB01246"	"DB00737"
"DB01246"	"DB00748"
"DB01246"	"DB00792"
"DB01246"	"DB00902"
"DB01246"	"DB00950"
"DB01246"	"DB00967"
"DB01246"	"DB00972"
"DB01246"	"DB00985"
"DB01246"	"DB01084"
"DB01246"	"DB01237"
"DB01246"	"DB01246"
"DB01246"	"DB01619"
"DB01246"	"DB01620"
"DB01246"	"DB04837"
"DB01246"	"DB04890"
"DB01246"	"DB06282"
"DB01246"	"DB06691"
"DB01246"	"DB06766"
"DB01246"	"DB08799"
"DB01246"	"DB08936"
"DB01246"	"DB09488"
"DB01246"	"DB09555"
"DB01246"	"DB11591"
"DB01247"	"DB00752"
"DB01247"	"DB01037"
"DB01247"	"DB01171"
"DB01247"	"DB01247"
"DB01247"	"DB01626"
"DB01248"	"DB01229"
"DB01248"	"DB01248"
"DB01250"	"DB01250"
"DB01251"	"DB01251"
"DB01253"	"DB00610"
"DB01253"	"DB00699"
"DB01253"	"DB01253"
"DB01253"	"DB06764"
"DB01253"	"DB09205"
"DB01254"	"DB01254"
"DB01257"	"DB01257"
"DB01257"	"DB11580"
"DB01259"	"DB01259"
"DB01260"	"DB00180"
"DB01260"	"DB00223"
"DB01260"	"DB00240"
"DB01260"	"DB00253"
"DB01260"	"DB00324"
"DB01260"	"DB00394"
"DB01260"	"DB00443"
"DB01260"	"DB00547"
"DB01260"	"DB00596"
"DB01260"	"DB00620"
"DB01260"	"DB00663"
"DB01260"	"DB00769"
"DB01260"	"DB00838"
"DB01260"	"DB00846"
"DB01260"	"DB00860"
"DB01260"	"DB14596"
"DB01260"	"DB00896"
"DB01260"	"DB00959"
"DB01260"	"DB01013"
"DB01260"	"DB01130"
"DB01260"	"DB01222"
"DB01260"	"DB01260"
"DB01260"	"DB01380"
"DB01260"	"DB01410"
"DB01260"	"DB06781"
"DB01260"	"DB11921"
"DB01260"	"DB13158"
"DB01261"	"DB01261"
"DB01261"	"DB04876"
"DB01261"	"DB06203"
"DB01261"	"DB06335"
"DB01261"	"DB08882"
"DB01262"	"DB00928"
"DB01262"	"DB01099"
"DB01262"	"DB01262"
"DB01267"	"DB00734"
"DB01267"	"DB01267"
"DB01268"	"DB01268"
"DB01269"	"DB00317"
"DB01269"	"DB01269"
"DB01269"	"DB09330"
"DB01269"	"DB09559"
"DB01269"	"DB11828"
"DB01269"	"DB11963"
"DB01270"	"DB01270"
"DB01271"	"DB01271"
"DB01271"	"DB01279"
"DB01272"	"DB01272"
"DB01273"	"DB01273"
"DB01274"	"DB00816"
"DB01274"	"DB00867"
"DB01274"	"DB01274"
"DB01274"	"DB01366"
"DB01274"	"DB05039"
"DB01274"	"DB06814"
"DB01274"	"DB09080"
"DB01274"	"DB09082"
"DB01274"	"DB11587"
"DB01274"	"DB13139"
"DB01275"	"DB01275"
"DB01276"	"DB01276"
"DB01276"	"DB06655"
"DB01276"	"DB09043"
"DB01276"	"DB09045"
"DB01276"	"DB09265"
"DB01276"	"DB13928"
"DB01277"	"DB01277"
"DB01278"	"DB01278"
"DB01279"	"DB01271"
"DB01279"	"DB01279"
"DB01280"	"DB01280"
"DB01281"	"DB01281"
"DB01281"	"DB06681"
"DB01282"	"DB01282"
"DB01283"	"DB00461"
"DB01283"	"DB00465"
"DB01283"	"DB00469"
"DB01283"	"DB00500"
"DB01283"	"DB00554"
"DB01283"	"DB00712"
"DB01283"	"DB00784"
"DB01283"	"DB00788"
"DB01283"	"DB00814"
"DB01283"	"DB00821"
"DB01283"	"DB00861"
"DB01283"	"DB00870"
"DB01283"	"DB00963"
"DB01283"	"DB00991"
"DB01283"	"DB01283"
"DB01283"	"DB01399"
"DB01283"	"DB01401"
"DB01283"	"DB01419"
"DB01283"	"DB01435"
"DB01283"	"DB01600"
"DB01283"	"DB06725"
"DB01283"	"DB06736"
"DB01283"	"DB06802"
"DB01283"	"DB09214"
"DB01283"	"DB09216"
"DB01283"	"DB11071"
"DB01283"	"DB11079"
"DB01283"	"DB11201"
"DB01283"	"DB11323"
"DB01283"	"DB13501"
"DB01283"	"DB13783"
"DB01285"	"DB01285"
"DB01288"	"DB00871"
"DB01288"	"DB00938"
"DB01288"	"DB00983"
"DB01288"	"DB01001"
"DB01288"	"DB01102"
"DB01288"	"DB01288"
"DB01288"	"DB01580"
"DB01291"	"DB00195"
"DB01291"	"DB00221"
"DB01291"	"DB00264"
"DB01291"	"DB00335"
"DB01291"	"DB00373"
"DB01291"	"DB00521"
"DB01291"	"DB00612"
"DB01291"	"DB01193"
"DB01291"	"DB01203"
"DB01291"	"DB01210"
"DB01291"	"DB01214"
"DB01291"	"DB01291"
"DB01291"	"DB04861"
"DB01296"	"DB01296"
"DB01297"	"DB00187"
"DB01297"	"DB01297"
"DB01297"	"DB09351"
"DB01303"	"DB01303"
"DB01306"	"DB00046"
"DB01306"	"DB00047"
"DB01306"	"DB01306"
"DB01306"	"DB01307"
"DB01306"	"DB01309"
"DB01306"	"DB09564"
"DB01307"	"DB00046"
"DB01307"	"DB00047"
"DB01307"	"DB01306"
"DB01307"	"DB01307"
"DB01307"	"DB01309"
"DB01307"	"DB09564"
"DB01309"	"DB00046"
"DB01309"	"DB00047"
"DB01309"	"DB01306"
"DB01309"	"DB01307"
"DB01309"	"DB01309"
"DB01309"	"DB09564"
"DB01320"	"DB00192"
"DB01320"	"DB00680"
"DB01320"	"DB00750"
"DB01320"	"DB00776"
"DB01320"	"DB00868"
"DB01320"	"DB01056"
"DB01320"	"DB01228"
"DB01320"	"DB01320"
"DB01320"	"DB01426"
"DB01325"	"DB01325"
"DB01327"	"DB01327"
"DB01336"	"DB01135"
"DB01336"	"DB01336"
"DB01337"	"DB01337"
"DB01337"	"DB01338"
"DB01338"	"DB01337"
"DB01338"	"DB01338"
"DB01339"	"DB00416"
"DB01339"	"DB00565"
"DB01339"	"DB00732"
"DB01339"	"DB01339"
"DB01340"	"DB00492"
"DB01340"	"DB00519"
"DB01340"	"DB00542"
"DB01340"	"DB00584"
"DB01340"	"DB00722"
"DB01340"	"DB00881"
"DB01340"	"DB01180"
"DB01340"	"DB01340"
"DB01340"	"DB01348"
"DB01340"	"DB13166"
"DB01345"	"DB00390"
"DB01345"	"DB00511"
"DB01345"	"DB01078"
"DB01345"	"DB01158"
"DB01345"	"DB01188"
"DB01345"	"DB01345"
"DB01345"	"DB01378"
"DB01345"	"DB01396"
"DB01345"	"DB01430"
"DB01345"	"DB13996"
"DB01345"	"DB14498"
"DB01345"	"DB14499"
"DB01346"	"DB01346"
"DB01348"	"DB00492"
"DB01348"	"DB00519"
"DB01348"	"DB00542"
"DB01348"	"DB00584"
"DB01348"	"DB00722"
"DB01348"	"DB00881"
"DB01348"	"DB01180"
"DB01348"	"DB01340"
"DB01348"	"DB01348"
"DB01348"	"DB13166"
"DB01351"	"DB00241"
"DB01351"	"DB00306"
"DB01351"	"DB00794"
"DB01351"	"DB01351"
"DB01351"	"DB01353"
"DB01353"	"DB00241"
"DB01353"	"DB00306"
"DB01353"	"DB00794"
"DB01353"	"DB01351"
"DB01353"	"DB01353"
"DB01357"	"DB00947"
"DB01357"	"DB01357"
"DB01357"	"DB04575"
"DB01357"	"DB04938"
"DB01357"	"DB09070"
"DB01357"	"DB09317"
"DB01357"	"DB09318"
"DB01357"	"DB09369"
"DB01357"	"DB11541"
"DB01359"	"DB01359"
"DB01364"	"DB01364"
"DB01365"	"DB01365"
"DB01366"	"DB00816"
"DB01366"	"DB00867"
"DB01366"	"DB01274"
"DB01366"	"DB01366"
"DB01366"	"DB05039"
"DB01366"	"DB06814"
"DB01366"	"DB09080"
"DB01366"	"DB09082"
"DB01366"	"DB11587"
"DB01366"	"DB13139"
"DB01367"	"DB01367"
"DB01370"	"DB01370"
"DB01370"	"DB14517"
"DB01370"	"DB14518"
"DB01373"	"DB01373"
"DB01378"	"DB00390"
"DB01378"	"DB00511"
"DB01378"	"DB01078"
"DB01378"	"DB01158"
"DB01378"	"DB01188"
"DB01378"	"DB01345"
"DB01378"	"DB01378"
"DB01378"	"DB01396"
"DB01378"	"DB01430"
"DB01378"	"DB13996"
"DB01378"	"DB14498"
"DB01378"	"DB14499"
"DB01380"	"DB00180"
"DB01380"	"DB00223"
"DB01380"	"DB00240"
"DB01380"	"DB00253"
"DB01380"	"DB00324"
"DB01380"	"DB00394"
"DB01380"	"DB00443"
"DB01380"	"DB00547"
"DB01380"	"DB00596"
"DB01380"	"DB00620"
"DB01380"	"DB00663"
"DB01380"	"DB00769"
"DB01380"	"DB00838"
"DB01380"	"DB00846"
"DB01380"	"DB00860"
"DB01380"	"DB14596"
"DB01380"	"DB00896"
"DB01380"	"DB00959"
"DB01380"	"DB01013"
"DB01380"	"DB01130"
"DB01380"	"DB01222"
"DB01380"	"DB01260"
"DB01380"	"DB01380"
"DB01380"	"DB01410"
"DB01380"	"DB06781"
"DB01380"	"DB11921"
"DB01380"	"DB13158"
"DB01381"	"DB01381"
"DB01382"	"DB01124"
"DB01382"	"DB01382"
"DB01392"	"DB01392"
"DB01393"	"DB01393"
"DB01394"	"DB01394"
"DB01395"	"DB01395"
"DB01395"	"DB09123"
"DB01396"	"DB00390"
"DB01396"	"DB00511"
"DB01396"	"DB01078"
"DB01396"	"DB01158"
"DB01396"	"DB01188"
"DB01396"	"DB01345"
"DB01396"	"DB01378"
"DB01396"	"DB01396"
"DB01396"	"DB01430"
"DB01396"	"DB13996"
"DB01396"	"DB14498"
"DB01396"	"DB14499"
"DB01399"	"DB00461"
"DB01399"	"DB00465"
"DB01399"	"DB00469"
"DB01399"	"DB00500"
"DB01399"	"DB00554"
"DB01399"	"DB00712"
"DB01399"	"DB00784"
"DB01399"	"DB00788"
"DB01399"	"DB00814"
"DB01399"	"DB00821"
"DB01399"	"DB00861"
"DB01399"	"DB00870"
"DB01399"	"DB00963"
"DB01399"	"DB00991"
"DB01399"	"DB01283"
"DB01399"	"DB01399"
"DB01399"	"DB01401"
"DB01399"	"DB01419"
"DB01399"	"DB01435"
"DB01399"	"DB01600"
"DB01399"	"DB06725"
"DB01399"	"DB06736"
"DB01399"	"DB06802"
"DB01399"	"DB09214"
"DB01399"	"DB09216"
"DB01399"	"DB11071"
"DB01399"	"DB11079"
"DB01399"	"DB11201"
"DB01399"	"DB11323"
"DB01399"	"DB13501"
"DB01399"	"DB13783"
"DB01400"	"DB01122"
"DB01400"	"DB01400"
"DB01400"	"DB04864"
"DB01400"	"DB13503"
"DB01401"	"DB00461"
"DB01401"	"DB00465"
"DB01401"	"DB00469"
"DB01401"	"DB00500"
"DB01401"	"DB00554"
"DB01401"	"DB00712"
"DB01401"	"DB00784"
"DB01401"	"DB00788"
"DB01401"	"DB00814"
"DB01401"	"DB00821"
"DB01401"	"DB00861"
"DB01401"	"DB00870"
"DB01401"	"DB00963"
"DB01401"	"DB00991"
"DB01401"	"DB01283"
"DB01401"	"DB01399"
"DB01401"	"DB01401"
"DB01401"	"DB01419"
"DB01401"	"DB01435"
"DB01401"	"DB01600"
"DB01401"	"DB06725"
"DB01401"	"DB06736"
"DB01401"	"DB06802"
"DB01401"	"DB09214"
"DB01401"	"DB09216"
"DB01401"	"DB11071"
"DB01401"	"DB11079"
"DB01401"	"DB11201"
"DB01401"	"DB11323"
"DB01401"	"DB13501"
"DB01401"	"DB13783"
"DB01403"	"DB01403"
"DB01404"	"DB01404"
"DB01406"	"DB01406"
"DB01407"	"DB01407"
"DB01409"	"DB00340"
"DB01409"	"DB00376"
"DB01409"	"DB00496"
"DB01409"	"DB00725"
"DB01409"	"DB00785"
"DB01409"	"DB01036"
"DB01409"	"DB01409"
"DB01409"	"DB01591"
"DB01409"	"DB06702"
"DB01409"	"DB08897"
"DB01409"	"DB09076"
"DB01409"	"DB11181"
"DB01410"	"DB00180"
"DB01410"	"DB00223"
"DB01410"	"DB00240"
"DB01410"	"DB00253"
"DB01410"	"DB00324"
"DB01410"	"DB00394"
"DB01410"	"DB00443"
"DB01410"	"DB00547"
"DB01410"	"DB00596"
"DB01410"	"DB00620"
"DB01410"	"DB00663"
"DB01410"	"DB00769"
"DB01410"	"DB00838"
"DB01410"	"DB00846"
"DB01410"	"DB00860"
"DB01410"	"DB14596"
"DB01410"	"DB00896"
"DB01410"	"DB00959"
"DB01410"	"DB01013"
"DB01410"	"DB01130"
"DB01410"	"DB01222"
"DB01410"	"DB01260"
"DB01410"	"DB01380"
"DB01410"	"DB01410"
"DB01410"	"DB06781"
"DB01410"	"DB11921"
"DB01410"	"DB13158"
"DB01418"	"DB00498"
"DB01418"	"DB00946"
"DB01418"	"DB01418"
"DB01419"	"DB00461"
"DB01419"	"DB00465"
"DB01419"	"DB00469"
"DB01419"	"DB00500"
"DB01419"	"DB00554"
"DB01419"	"DB00712"
"DB01419"	"DB00784"
"DB01419"	"DB00788"
"DB01419"	"DB00814"
"DB01419"	"DB00821"
"DB01419"	"DB00861"
"DB01419"	"DB00870"
"DB01419"	"DB00963"
"DB01419"	"DB00991"
"DB01419"	"DB01283"
"DB01419"	"DB01399"
"DB01419"	"DB01401"
"DB01419"	"DB01419"
"DB01419"	"DB01435"
"DB01419"	"DB01600"
"DB01419"	"DB06725"
"DB01419"	"DB06736"
"DB01419"	"DB06802"
"DB01419"	"DB09214"
"DB01419"	"DB09216"
"DB01419"	"DB11071"
"DB01419"	"DB11079"
"DB01419"	"DB11201"
"DB01419"	"DB11323"
"DB01419"	"DB13501"
"DB01419"	"DB13783"
"DB01420"	"DB00621"
"DB01420"	"DB00665"
"DB01420"	"DB00984"
"DB01420"	"DB01128"
"DB01420"	"DB01420"
"DB01420"	"DB01541"
"DB01420"	"DB08804"
"DB01420"	"DB08899"
"DB01420"	"DB11429"
"DB01420"	"DB11447"
"DB01420"	"DB13155"
"DB01420"	"DB14639"
"DB01426"	"DB00192"
"DB01426"	"DB00680"
"DB01426"	"DB00750"
"DB01426"	"DB00776"
"DB01426"	"DB00868"
"DB01426"	"DB01056"
"DB01426"	"DB01228"
"DB01426"	"DB01320"
"DB01426"	"DB01426"
"DB01427"	"DB01427"
"DB01428"	"DB01428"
"DB01428"	"DB11219"
"DB01430"	"DB00390"
"DB01430"	"DB00511"
"DB01430"	"DB01078"
"DB01430"	"DB01158"
"DB01430"	"DB01188"
"DB01430"	"DB01345"
"DB01430"	"DB01378"
"DB01430"	"DB01396"
"DB01430"	"DB01430"
"DB01430"	"DB13996"
"DB01430"	"DB14498"
"DB01430"	"DB14499"
"DB01435"	"DB00461"
"DB01435"	"DB00465"
"DB01435"	"DB00469"
"DB01435"	"DB00500"
"DB01435"	"DB00554"
"DB01435"	"DB00712"
"DB01435"	"DB00784"
"DB01435"	"DB00788"
"DB01435"	"DB00814"
"DB01435"	"DB00821"
"DB01435"	"DB00861"
"DB01435"	"DB00870"
"DB01435"	"DB00963"
"DB01435"	"DB00991"
"DB01435"	"DB01283"
"DB01435"	"DB01399"
"DB01435"	"DB01401"
"DB01435"	"DB01419"
"DB01435"	"DB01435"
"DB01435"	"DB01600"
"DB01435"	"DB06725"
"DB01435"	"DB06736"
"DB01435"	"DB06802"
"DB01435"	"DB09214"
"DB01435"	"DB09216"
"DB01435"	"DB11071"
"DB01435"	"DB11079"
"DB01435"	"DB11201"
"DB01435"	"DB11323"
"DB01435"	"DB13501"
"DB01435"	"DB13783"
"DB01436"	"DB01436"
"DB01437"	"DB00189"
"DB01437"	"DB00349"
"DB01437"	"DB00474"
"DB01437"	"DB00475"
"DB01437"	"DB01107"
"DB01437"	"DB01437"
"DB01437"	"DB11859"
"DB01438"	"DB01121"
"DB01438"	"DB01438"
"DB01438"	"DB05541"
"DB01438"	"DB13269"
"DB01440"	"DB01440"
"DB01452"	"DB00647"
"DB01452"	"DB01452"
"DB01497"	"DB01497"
"DB01535"	"DB00318"
"DB01535"	"DB00327"
"DB01535"	"DB00497"
"DB01535"	"DB00611"
"DB01535"	"DB00708"
"DB01535"	"DB00844"
"DB01535"	"DB00854"
"DB01535"	"DB00899"
"DB01535"	"DB01535"
"DB01535"	"DB06230"
"DB01535"	"DB06274"
"DB01535"	"DB09209"
"DB01535"	"DB09272"
"DB01535"	"DB11130"
"DB01535"	"DB11691"
"DB01541"	"DB00621"
"DB01541"	"DB00665"
"DB01541"	"DB00984"
"DB01541"	"DB01128"
"DB01541"	"DB01420"
"DB01541"	"DB01541"
"DB01541"	"DB08804"
"DB01541"	"DB08899"
"DB01541"	"DB11429"
"DB01541"	"DB11447"
"DB01541"	"DB13155"
"DB01541"	"DB14639"
"DB01544"	"DB01544"
"DB01548"	"DB01548"
"DB01558"	"DB00690"
"DB01558"	"DB00842"
"DB01558"	"DB01558"
"DB01559"	"DB00801"
"DB01559"	"DB01215"
"DB01559"	"DB01559"
"DB01559"	"DB01588"
"DB01559"	"DB01589"
"DB01576"	"DB01576"
"DB01577"	"DB01577"
"DB01579"	"DB01579"
"DB01580"	"DB00871"
"DB01580"	"DB00938"
"DB01580"	"DB00983"
"DB01580"	"DB01001"
"DB01580"	"DB01102"
"DB01580"	"DB01288"
"DB01580"	"DB01580"
"DB01583"	"DB01583"
"DB01586"	"DB01586"
"DB01587"	"DB01587"
"DB01588"	"DB00801"
"DB01588"	"DB01215"
"DB01588"	"DB01559"
"DB01588"	"DB01588"
"DB01588"	"DB01589"
"DB01589"	"DB00801"
"DB01589"	"DB01215"
"DB01589"	"DB01559"
"DB01589"	"DB01588"
"DB01589"	"DB01589"
"DB01590"	"DB01590"
"DB01590"	"DB06287"
"DB01591"	"DB00340"
"DB01591"	"DB00376"
"DB01591"	"DB00496"
"DB01591"	"DB00725"
"DB01591"	"DB00785"
"DB01591"	"DB01036"
"DB01591"	"DB01409"
"DB01591"	"DB01591"
"DB01591"	"DB06702"
"DB01591"	"DB08897"
"DB01591"	"DB09076"
"DB01591"	"DB11181"
"DB01592"	"DB01592"
"DB01592"	"DB14488"
"DB01592"	"DB14489"
"DB01592"	"DB14490"
"DB01592"	"DB14491"
"DB01592"	"DB14501"
"DB01593"	"DB01593"
"DB01593"	"DB14487"
"DB01593"	"DB14533"
"DB01595"	"DB01595"
"DB01597"	"DB01597"
"DB01599"	"DB01599"
"DB01600"	"DB00461"
"DB01600"	"DB00465"
"DB01600"	"DB00469"
"DB01600"	"DB00500"
"DB01600"	"DB00554"
"DB01600"	"DB00712"
"DB01600"	"DB00784"
"DB01600"	"DB00788"
"DB01600"	"DB00814"
"DB01600"	"DB00821"
"DB01600"	"DB00861"
"DB01600"	"DB00870"
"DB01600"	"DB00963"
"DB01600"	"DB00991"
"DB01600"	"DB01283"
"DB01600"	"DB01399"
"DB01600"	"DB01401"
"DB01600"	"DB01419"
"DB01600"	"DB01435"
"DB01600"	"DB01600"
"DB01600"	"DB06725"
"DB01600"	"DB06736"
"DB01600"	"DB06802"
"DB01600"	"DB09214"
"DB01600"	"DB09216"
"DB01600"	"DB11071"
"DB01600"	"DB11079"
"DB01600"	"DB11201"
"DB01600"	"DB11323"
"DB01600"	"DB13501"
"DB01600"	"DB13783"
"DB01608"	"DB01608"
"DB01611"	"DB01611"
"DB01612"	"DB00325"
"DB01612"	"DB00727"
"DB01612"	"DB00883"
"DB01612"	"DB01612"
"DB01613"	"DB01613"
"DB01614"	"DB01614"
"DB01616"	"DB01616"
"DB01618"	"DB01618"
"DB01619"	"DB00283"
"DB01619"	"DB00341"
"DB01619"	"DB00405"
"DB01619"	"DB00427"
"DB01619"	"DB00557"
"DB01619"	"DB00719"
"DB01619"	"DB00737"
"DB01619"	"DB00748"
"DB01619"	"DB00792"
"DB01619"	"DB00902"
"DB01619"	"DB00950"
"DB01619"	"DB00967"
"DB01619"	"DB00972"
"DB01619"	"DB00985"
"DB01619"	"DB01084"
"DB01619"	"DB01237"
"DB01619"	"DB01246"
"DB01619"	"DB01619"
"DB01619"	"DB01620"
"DB01619"	"DB04837"
"DB01619"	"DB04890"
"DB01619"	"DB06282"
"DB01619"	"DB06691"
"DB01619"	"DB06766"
"DB01619"	"DB08799"
"DB01619"	"DB08936"
"DB01619"	"DB09488"
"DB01619"	"DB09555"
"DB01619"	"DB11591"
"DB01620"	"DB00283"
"DB01620"	"DB00341"
"DB01620"	"DB00405"
"DB01620"	"DB00427"
"DB01620"	"DB00557"
"DB01620"	"DB00719"
"DB01620"	"DB00737"
"DB01620"	"DB00748"
"DB01620"	"DB00792"
"DB01620"	"DB00902"
"DB01620"	"DB00950"
"DB01620"	"DB00967"
"DB01620"	"DB00972"
"DB01620"	"DB00985"
"DB01620"	"DB01084"
"DB01620"	"DB01237"
"DB01620"	"DB01246"
"DB01620"	"DB01619"
"DB01620"	"DB01620"
"DB01620"	"DB04837"
"DB01620"	"DB04890"
"DB01620"	"DB06282"
"DB01620"	"DB06691"
"DB01620"	"DB06766"
"DB01620"	"DB08799"
"DB01620"	"DB08936"
"DB01620"	"DB09488"
"DB01620"	"DB09555"
"DB01620"	"DB11591"
"DB01621"	"DB01621"
"DB01623"	"DB01623"
"DB01624"	"DB01624"
"DB01625"	"DB01625"
"DB01626"	"DB00752"
"DB01626"	"DB01037"
"DB01626"	"DB01171"
"DB01626"	"DB01247"
"DB01626"	"DB01626"
"DB01628"	"DB01628"
"DB01628"	"DB09217"
"DB01628"	"DB13167"
"DB01632"	"DB01632"
"DB01656"	"DB01656"
"DB01656"	"DB05219"
"DB01698"	"DB01698"
"DB01708"	"DB01708"
"DB01744"	"DB01744"
"DB01839"	"DB01839"
"DB01956"	"DB01956"
"DB02266"	"DB02266"
"DB02300"	"DB00146"
"DB02300"	"DB00169"
"DB02300"	"DB00910"
"DB02300"	"DB01070"
"DB02300"	"DB02300"
"DB02300"	"DB06410"
"DB02325"	"DB02325"
"DB02530"	"DB02530"
"DB02546"	"DB02546"
"DB02638"	"DB00035"
"DB02638"	"DB00067"
"DB02638"	"DB02638"
"DB02638"	"DB14642"
"DB02659"	"DB02659"
"DB02701"	"DB02701"
"DB02709"	"DB02709"
"DB02772"	"DB02772"
"DB02789"	"DB02789"
"DB02893"	"DB02893"
"DB02925"	"DB02925"
"DB03006"	"DB03006"
"DB03006"	"DB03175"
"DB03017"	"DB03017"
"DB03085"	"DB03085"
"DB03088"	"DB03088"
"DB03128"	"DB03128"
"DB03147"	"DB03147"
"DB03175"	"DB03006"
"DB03175"	"DB03175"
"DB03193"	"DB03193"
"DB03247"	"DB03247"
"DB03255"	"DB03255"
"DB03255"	"DB11359"
"DB03255"	"DB13967"
"DB03310"	"DB03310"
"DB03585"	"DB03585"
"DB03615"	"DB03615"
"DB03619"	"DB03619"
"DB03754"	"DB03754"
"DB03756"	"DB03756"
"DB03766"	"DB03766"
"DB03793"	"DB03793"
"DB03796"	"DB03796"
"DB03904"	"DB03904"
"DB03929"	"DB03929"
"DB04115"	"DB04115"
"DB04173"	"DB04173"
"DB04209"	"DB04209"
"DB04224"	"DB04224"
"DB04272"	"DB04272"
"DB04339"	"DB01015"
"DB04339"	"DB04339"
"DB04465"	"DB04465"
"DB04540"	"DB04540"
"DB04564"	"DB04564"
"DB04573"	"DB04573"
